Protein A,Protein B,Publications
P68431,P84090,1
P08670,P22681,1
Q06330,Q15020,1
P13804,Q14CZ7,1
P17980,Q9NS73,1
P15336,P18085,1
Q00839,Q13823,1
P60891,Q9P0U4,1
O14974,P21333,1
Q9H6T3,Q9NZC7,1
O95155,Q5JVF3,1
P27448,Q5U5Q3,1
P49023,Q13480,1
P46531,Q6F5E8,1
O75528,Q9H8E8,1
Q9P2K6,Q9UNS2,1
P04792,Q7L5D6,1
O75683,Q00839,1
P14373,Q9NZL9,1
P62877,Q92551,1
P35244,Q15907,1
P47755,Q9H3F6,1
P62263,Q15796,1
P42285,Q9NPD3,1
Q04837,Q9Y576,1
P11802,Q9P1U1,1
P05412,Q01105,1
P02545,P02751,1
P50552,P62258,1
P05388,P63244,1
O60566,Q9UM13,1
P17931,P25391,1
P33993,Q15052,1
P41229,Q9BTL4,1
P31749,P67936,1
Q8TDY2,Q9BXM7,1
Q8N137,Q9UPQ9,1
O14980,Q969V6,1
P27987,P61289,1
Q86VP6,Q9UNX3,1
Q13283,Q8NI36,1
P36551,Q13618,1
P04075,Q9P253,1
P09622,Q14197,1
O75083,Q9UBN6,1
P40337,Q15019,1
P61978,Q13573,1
O43399,Q15185,1
P62993,Q8IUX7,1
O75643,P11940,1
P27348,Q9BQA1,1
P11021,Q13131,1
Q00325,Q9UQL6,1
O15169,P14923,1
P31947,Q6DT37,1
P54198,Q13573,1
O76094,Q13573,1
O95721,O95758,1
O00566,O00567,1
O94972,P20333,1
P12004,P60174,1
P49736,Q9UJS0,1
P38919,Q96SB4,1
P02751,Q92688,1
P46736,P48047,1
O60563,Q99728,1
P31947,P62277,1
Q12905,Q13490,1
P23284,Q8IWZ8,1
Q01094,Q9UJU2,1
P55060,Q99496,1
P78345,Q9HAT2,1
O00401,P07900,1
P63261,Q9NV56,1
Q99496,Q9Y265,1
P02794,Q15365,1
O15265,O43707,1
P49915,Q96FW1,1
Q00535,Q9UKB1,1
P00403,Q9H8V3,1
O95644,Q29RF7,1
O75674,Q92879,1
Q6XQN6,Q8N1G4,1
Q04323,Q9NY12,1
P82912,Q14197,1
P05387,P63173,1
P26373,Q86VP6,1
P15880,Q9Y230,1
O14964,Q9UMY4,1
P42574,P45984,1
P33176,Q7KZI7,1
E9PB61,Q8NI27,1
P46934,Q8TDD1,1
Q99496,Q9GZL7,1
Q15170,Q66LE6,1
O14776,Q15427,1
P02452,Q92754,1
Q15554,Q16543,1
O95067,O95292,1
P51858,Q9NVR2,1
O94888,Q8IWV8,1
P16220,P42858,1
P82673,Q9NVX0,1
O75147,Q9BPW8,1
Q96ES7,Q99081,1
Q99459,Q9NPJ6,1
Q04864,Q8WUI4,1
P67809,Q2NL82,1
P49736,Q8WVM8,1
O43196,Q96EQ0,1
P01137,Q9BZ95,1
P02751,P35268,1
O14641,Q13105,1
P48643,Q8NHY2,1
O43776,Q15637,1
Q08AM6,Q14240,1
Q92499,Q9BWF3,1
P11021,Q9BRK5,1
O00444,Q9Y5V3,1
P61158,Q9UBU9,1
O43399,P49588,1
P67936,Q02224,1
Q01814,Q9Y2K3,1
Q15650,Q9BTT4,1
P24928,Q9UMS4,1
Q9HCE1,Q9NX04,1
Q13573,Q9NTJ3,1
P07437,P43405,1
P28340,Q9NZN8,1
Q9BZL6,Q9P2E9,1
P25205,P30153,1
Q15819,Q15942,1
Q86VP6,Q8NHQ9,1
P47755,Q9H0W5,1
P52655,Q01844,1
P13612,P62753,1
P13797,Q9UBN6,1
O43791,Q9Y4K3,1
Q8N3C0,Q8N9N2,1
Q8WYA6,Q9Y2W2,1
O95639,Q14676,1
P62495,Q99459,1
Q9C0J8,Q9H4L7,1
P56282,Q9HCU8,1
P61088,Q9Y376,1
P62166,Q15717,1
Q13217,Q92598,1
P47914,Q9C0C9,1
P61964,Q8WUM4,1
P49588,Q96FW1,1
P49459,Q99661,1
P22087,P49711,1
P50402,Q7L5N1,1
P53779,Q99832,1
Q6P2Q9,Q9UQ35,1
O14936,Q15154,1
P50914,Q9NYV4,1
O95721,Q9NXR1,1
P23588,Q9BU89,1
Q13064,Q9UBF6,1
P62851,Q7Z6Z7,1
P23458,P37173,1
P23921,Q96FW1,1
P04792,Q13148,1
Q02790,Q9UKB1,1
Q12874,Q15274,1
P49336,P84022,1
Q9H0E3,Q9H7L9,1
P17301,Q9H0F6,1
Q01844,Q92542,1
O75475,P18583,1
O75718,Q15527,1
Q04917,Q9BV73,1
P46087,Q9Y3T9,1
Q13547,Q9UPW6,1
Q02224,Q14781,1
O00231,P55769,1
P38919,P49327,1
P08670,P42574,1
Q9H0E9,Q9NYP9,1
Q16254,Q9Y4A5,1
Q92616,Q9NWA0,1
P05386,P12956,1
Q05519,Q13618,1
P09874,Q02880,1
Q8N653,Q9NY61,1
O43504,P23588,1
P06730,Q8IYM9,1
Q9BQ67,Q9NY93,1
P52758,Q96T58,1
P55209,Q15717,1
P05412,P35998,1
O43829,Q9H8Y8,1
P62266,Q99558,1
Q14CX7,Q15717,1
Q8WYA0,Q96LJ8,1
P46531,Q14527,1
P08047,Q9NRR4,1
P36969,Q86YB8,1
O95816,P62269,1
P41091,P46940,1
P08133,P49286,1
Q15648,Q71F56,1
O14641,Q96CG3,1
Q00537,Q16537,1
P04843,P49736,1
O43242,O95433,1
P25787,Q9NQT4,1
Q13748,Q9NYJ8,1
O95782,Q9UM54,1
A0MZ66,Q9Y6K9,1
P08621,P67936,1
Q8NI27,Q99766,1
P0C1Z6,Q6PI98,1
P46940,Q9H2D6,1
Q15019,Q9BTE6,1
P62857,Q02878,1
Q9H0W5,Q9Y6J9,1
P17535,Q96EB6,1
P25685,Q9Y4L1,1
P06748,P46087,1
O75934,Q9BUQ8,1
O75147,P13667,1
P67775,Q8TA86,1
P78362,Q5JSZ5,1
Q13363,Q92830,1
Q9BZE1,Q9P0M9,1
P00441,Q01085,1
Q8N3U4,Q99459,1
O00255,P10644,1
Q96PU5,Q99759,1
O43809,Q7Z6Z7,1
O43805,P30626,1
Q8NF64,Q96HW7,1
Q12846,Q9UNK0,1
O95817,P07237,1
Q13573,Q96EK9,1
P06748,Q96JJ3,1
P35244,Q5T8P6,1
Q13233,Q9UBZ4,1
Q5T3J3,Q8WVZ9,1
Q8TD19,Q8WVJ2,1
P25685,Q6L8Q7,1
O43439,Q9P2R6,1
P27695,Q13547,1
P82675,Q9Y3D5,1
O95602,Q9NUG6,1
P05387,P05412,1
P07910,P16104,1
P15923,Q9Y4C2,1
P25054,Q9NSA3,1
P00519,Q7Z6Z7,1
P48507,Q96FW1,1
Q01094,Q13535,1
O14980,P55010,1
P50583,Q14566,1
P52292,P62993,1
P62258,Q9BUA3,1
P17980,Q05086,1
Q14686,Q15648,1
P09874,Q99459,1
P00338,P08238,1
Q9NZL9,Q9Y6E0,1
P05412,Q93008,1
O43353,Q9Y6R4,1
P30626,Q15796,1
P42336,Q13547,1
O14965,P54652,1
P10809,P30101,1
P04908,Q96HA7,1
P52732,Q13416,1
Q02388,Q13751,1
P11362,P98160,1
O00471,Q99459,1
Q04637,Q53EL6,1
P05412,Q9NV79,1
P62701,Q96CW5,1
Q13813,Q9NYJ8,1
P27105,Q9NVK5,1
P21283,P61106,1
P52735,Q13191,1
P05387,P32121,1
Q92997,Q9P2K1,1
P14927,Q96T88,1
Q05209,Q92558,1
P28070,Q14997,1
P16333,Q96EV8,1
P23246,Q96GM5,1
Q15003,Q9ULT8,1
P02452,P02751,1
O15084,Q9C0F1,1
P11441,P33316,1
P54277,Q96S59,1
O43684,Q96DE5,1
P82675,Q02878,1
P62266,Q7Z7F7,1
Q13895,Q9BVJ6,1
Q01664,Q8N5V2,1
Q658Y4,Q9NPJ6,1
Q01844,Q8N5I9,1
Q8TAE8,Q9H0W5,1
Q49A88,Q8N137,1
P08238,Q9UK99,1
P34932,Q8IWD4,1
Q96RS0,Q9BX66,1
P12277,P43351,1
O75531,Q92785,1
P21580,Q8IVM0,1
O94903,P31939,1
Q9H1A4,Q9UKT4,1
P27348,Q69YN4,1
P15927,Q460N5,1
P07900,P11441,1
Q12792,Q9UHB6,1
Q13162,Q9Y490,1
O60315,Q15796,1
O94992,Q13547,1
P13612,Q9BWF3,1
O43493,Q9Y2T2,1
Q6NZY4,Q96RU2,1
P35240,P62701,1
P19388,Q9NW08,1
Q15714,Q9Y5P6,1
P10515,Q00987,1
P42285,Q6NZY4,1
Q86VP6,Q9H7E9,1
P07900,P63261,1
O75154,Q86YS3,1
P22695,P30153,1
O43242,P05412,1
P18077,P83731,1
Q04656,Q5EBL8,1
P40926,P61960,1
O43684,P68431,1
O43395,Q99547,1
Q9Y3B8,Q9Y4K3,1
P63104,Q13200,1
P55072,Q5BKZ1,1
Q8NI27,Q92545,1
P17480,Q01844,1
P50502,Q9Y281,1
P17931,P62424,1
P41229,Q06587,1
P15976,P56524,1
Q00005,Q9H0K1,1
P12532,Q9P2P5,1
P28838,Q15750,1
O95793,P10636,1
Q08211,Q14244,1
P49736,Q92804,1
P61088,Q96PU5,1
P51398,P82912,1
P35222,Q9BVG4,1
P13473,Q00839,1
P35222,P35869,1
O95997,P46783,1
P05388,Q6P2Q9,1
O00560,Q01844,1
Q9BQE9,Q9UKX7,1
Q92905,Q96SW2,1
P14625,P19784,1
P07900,P23443,1
Q8N1B4,Q96NC0,1
O43324,P26373,1
Q9H6R4,Q9Y2X3,1
O15260,Q07955,1
A8MT69,Q9H9A7,1
P55209,Q00987,1
P06748,Q9UH62,1
Q96A35,Q9BWF3,1
O00560,Q9Y3C0,1
P18887,Q9BWF3,1
Q15170,Q99871,1
O75530,O95239,1
Q13148,Q8IUH3,1
P02649,Q07954,1
P27348,P49327,1
O75528,Q9BRR6,1
O75616,Q9C0F1,1
Q96IK1,Q9NZ56,1
P04632,P43034,1
Q49A88,Q9Y2I6,1
P48556,Q9Y606,1
P29803,Q00839,1
P07919,P42858,1
P35244,Q9BRJ6,1
Q6I9Y2,Q8WU90,1
P05091,Q9H0R8,1
Q5SVZ6,Q71F23,1
Q04721,Q15084,1
P18031,Q6W2J9,1
P06748,Q9H211,1
Q13422,Q96EZ8,1
P15336,P40939,1
P62906,Q93034,1
P17812,P49736,1
O43379,Q9UKM9,1
P67809,Q13724,1
P21283,Q99618,1
P49336,Q9BWF3,1
P07900,Q53HC5,1
O14979,P51991,1
A6NHJ4,P34897,1
P02545,Q9H5V9,1
P11021,Q99558,1
P27635,P29372,1
O00584,Q9UK22,1
Q01081,Q6NZY4,1
O00716,Q14739,1
Q9UDY8,Q9UNE7,1
P06746,Q08945,1
O15355,Q8IUH3,1
P55036,P68431,1
Q15717,Q9NPJ8,1
P07195,Q96KP4,1
O75530,P62917,1
P04899,Q15149,1
P52294,Q9H814,1
P11940,P84022,1
P11233,P49815,1
P36873,Q14966,1
Q16665,Q8IV50,1
P12814,Q08043,1
O75569,Q12905,1
P46379,Q15269,1
P04049,Q96T76,1
P19419,P37840,1
Q15645,Q5TA45,1
P11474,Q6STE5,1
Q14240,Q8IXW5,1
P08670,P49736,1
P51668,Q8NHG8,1
P35221,Q92598,1
P29350,P29597,1
P56377,Q9P2D3,1
A7E2Y1,P09493,1
Q3B7T1,Q5XUX0,1
P08579,P38919,1
Q02880,Q92925,1
Q15717,Q92794,1
P78362,Q8N1N4,1
O00469,P09651,1
P46379,Q13867,1
P49841,Q71U36,1
P35240,Q16630,1
O43395,P09234,1
P14618,Q9UQL6,1
P62241,Q9NRX2,1
O14980,P51817,1
Q6ZU80,Q96LB3,1
P04406,P61981,1
O43865,Q9BUF5,1
P25786,Q9NY27,1
P34897,Q5JVF3,1
O75533,P67809,1
P98175,Q13573,1
O00268,Q9H1A4,1
P30566,Q12792,1
P50914,Q13616,1
P20618,P40855,1
Q9BQ90,Q9HCE1,1
Q96GQ7,Q9BVJ6,1
Q13867,Q99523,1
O15091,Q5BKU9,1
Q9HCE1,Q9UBB9,1
Q1KMD3,Q99496,1
O00232,O43765,1
P07237,P55072,1
Q92828,Q9NQW6,1
P27694,Q15029,1
Q14103,Q5SXM2,1
Q86TS9,Q9NUL7,1
P54819,Q9Y4W6,1
O60826,Q93034,1
P15923,Q92830,1
P24386,P52948,1
P27635,Q13823,1
P19784,Q92994,1
Q96EH3,Q9HD33,1
P62318,Q7L2J0,1
Q6DKK2,Q96JM7,1
Q14145,Q9H0R8,1
O00628,P57076,1
P49023,Q16854,1
Q13131,Q15717,1
P09651,Q02078,1
P26599,Q15022,1
Q99707,Q9Y4Z0,1
Q13435,Q6Y7W6,1
Q00688,Q96FW1,1
Q08380,Q8IZH2,1
P30876,Q99496,1
Q8TAA5,Q9HAV7,1
P46783,Q01844,1
P36873,Q86VG3,1
O60684,Q9C0B0,1
P12814,Q9NQW6,1
P06748,Q6UB35,1
P45974,Q8WZ73,1
Q05397,Q14511,1
Q96A35,Q9NP92,1
O60884,Q15334,1
Q6PCE3,Q8IX90,1
O95218,Q13523,1
Q9GZM8,Q9Y383,1
P29353,Q08345,1
P49247,P49915,1
P15336,P55084,1
Q04206,Q96L73,1
Q13177,Q96K21,1
P46736,Q4G0J3,1
O60232,O75312,1
Q15633,Q9UL40,1
P17980,Q9P0U4,1
P60520,Q5VTL8,1
P60866,Q92597,1
Q9BVS4,Q9NX01,1
P27361,Q9UHA4,1
P49458,Q7Z422,1
Q96FK6,Q9H1D9,1
P61289,Q99460,1
P27348,Q9UK53,1
Q32P28,Q9Y606,1
P62258,Q9NZJ0,1
O14654,P35240,1
P04049,Q13257,1
P68402,Q9BZL4,1
P35754,Q86X76,1
Q96JM7,Q9NWX5,1
P11908,Q9Y3A5,1
O95630,Q96RU2,1
O43684,Q8N5F7,1
P12004,Q9P206,1
O14964,Q96EY7,1
O75420,O75665,1
P51692,Q6IA86,1
P31947,Q9BRL6,1
P49286,Q13618,1
O14818,Q9P2P5,1
P53350,Q92889,1
Q9H211,Q9UNN5,1
Q13619,Q9BTE7,1
P07900,Q9Y508,1
P31947,P60866,1
O60264,Q96ST3,1
Q04771,Q8WUH2,1
P02768,Q13043,1
P11142,P15056,1
P43351,Q8N6T3,1
P49736,Q96RW7,1
Q16576,Q9BUR4,1
Q13573,Q15459,1
P28070,P61289,1
P27361,Q14160,1
P06748,P60709,1
P05412,Q96H79,1
Q96HC4,Q9NPJ6,1
Q16665,Q92905,1
P62158,P62263,1
O00232,Q13501,1
Q13185,Q5T3J3,1
Q15653,Q8N1B4,1
Q07666,Q92979,1
O14980,Q6PI26,1
P46940,P60660,1
P08238,Q9UH90,1
P49368,Q9NRD1,1
P61981,Q7Z6Z7,1
Q96HA8,Q9HCD5,1
P28070,Q9UKV5,1
O00267,O43719,1
O14893,Q92878,1
O95218,Q05519,1
P27694,Q10567,1
P34897,P61586,1
P04908,Q14781,1
O43264,P29692,1
O60231,P62312,1
P54727,P61088,1
P04040,Q00796,1
Q12824,Q8WUB8,1
P06576,P62258,1
Q71U36,Q9C0C7,1
P19838,Q02556,1
Q14697,Q9NTM9,1
Q14687,Q9Y2I6,1
O94855,P29084,1
P55072,Q7Z5K2,1
P23458,P31939,1
Q9HAU5,Q9NPD3,1
P25787,Q99459,1
P20290,P40222,1
P52597,Q92542,1
P25054,Q9Y4R8,1
O00560,P02545,1
Q5T4S7,Q9UNM6,1
Q13813,Q16670,1
P62195,Q92793,1
Q8IXJ6,Q9UK53,1
O60506,Q9UPS6,1
Q5VZK9,Q9NSK0,1
P78362,Q9H0G5,1
P41227,Q8WWY8,1
P30084,Q9HCE1,1
Q96CS3,Q9UK39,1
Q02447,Q04206,1
Q8N157,Q9NRG4,1
Q9BYG3,Q9NV31,1
O75400,Q9UI30,1
P11474,Q8N2W9,1
P49327,Q01518,1
Q9C0B0,Q9NRX5,1
Q93009,Q9BYM8,1
P52294,Q7Z3B4,1
P12956,P84022,1
P33316,Q96BK5,1
O43741,Q04864,1
P55010,P62258,1
P46777,Q9NVX0,1
Q8IXZ2,Q9BYN8,1
P42285,P67809,1
P33993,Q99567,1
Q9Y266,Q9Y4P8,1
O94964,P30153,1
P24864,P78371,1
O75147,Q7KZF4,1
O75569,Q9UL40,1
P0C1Z6,P25490,1
P46777,Q9BQG0,1
P21333,Q9UKB1,1
P38919,P62424,1
P02751,P11388,1
P04062,Q15366,1
P46781,Q9NRD1,1
P35221,Q13573,1
O43324,P46778,1
P46783,Q9H7Z3,1
P20226,Q13422,1
P22087,P38919,1
P20248,Q9BXP5,1
P48444,Q96RS6,1
Q9NPJ6,Q9P0K7,1
P62310,Q96FW1,1
P40189,Q9UMX0,1
P45974,Q96J02,1
P51809,P52594,1
P08865,P30153,1
P19388,Q93074,1
O14920,P04792,1
P49821,Q9BRJ2,1
P22681,Q13191,1
O60231,O75147,1
P31689,P49736,1
P60174,Q9H0W5,1
P21283,Q9Y383,1
P35240,Q86X76,1
Q5UIP0,Q9UHY1,1
P02768,Q8IY92,1
O95644,Q13416,1
O43513,Q9Y2X0,1
O43924,P54725,1
P61158,P62993,1
O14641,Q6ZU80,1
Q15717,Q9UKI8,1
O95782,Q16555,1
P49841,Q92905,1
P07900,Q07954,1
P31942,P55795,1
P37840,Q02040,1
P35244,Q562R1,1
P51617,Q96EY1,1
P12814,Q9NR12,1
Q9P2E9,Q9UKY7,1
P49356,Q96ED9,1
P24928,Q9UM54,1
A6NHQ4,Q9UBU9,1
Q99497,Q9UBT2,1
P49643,Q86T82,1
P61513,Q86VP6,1
Q15560,Q9BRK4,1
P60174,P63104,1
O94804,P06733,1
Q14197,Q9HC36,1
Q9H2P0,Q9UER7,1
P41134,Q9Y6K9,1
O95714,Q7L2H7,1
P30279,P49815,1
Q00613,Q08752,1
O14503,Q08426,1
P49589,Q13492,1
Q8NHH9,Q8WVK2,1
P51991,Q9UHX1,1
Q15276,Q9BZF9,1
Q86X95,Q8TA86,1
Q16204,Q9UHN1,1
P13612,Q5SSJ5,1
O00425,P05412,1
P07900,Q9NSE4,1
P54886,Q9Y5L4,1
P11216,Q8N806,1
P49736,Q71U36,1
Q08380,Q9Y520,1
Q8IUZ5,Q9NUX5,1
P51116,Q12933,1
Q16665,Q99614,1
P49406,Q9BYD1,1
P63167,Q92905,1
O95714,P13804,1
Q13263,Q13618,1
P55210,Q9HAW4,1
P62942,P68106,1
O95433,P30041,1
Q00839,Q16629,1
P02751,Q9NYJ8,1
O95347,P0C0S5,1
P52732,Q9NRD1,1
O75530,Q68E01,1
Q12834,Q13885,1
Q13177,Q9NVF7,1
P22087,Q15269,1
Q04864,Q96ST3,1
O00506,Q13085,1
Q86TU7,Q96SB4,1
P07900,Q92905,1
O43242,Q9NYL9,1
P25786,Q96CD2,1
Q93075,Q9UKB1,1
P27105,Q9Y265,1
Q16531,Q86VP6,1
Q13277,Q14BN4,1
O60934,P35244,1
O75351,Q9NZZ3,1
Q15369,Q5TA50,1
O00459,P30530,1
Q00987,Q05086,1
Q13618,Q16531,1
P14618,Q04206,1
Q15477,Q9NPD3,1
Q0VDF9,Q99661,1
Q99523,Q9Y4E8,1
P55199,Q659A1,1
P17252,Q9HB71,1
P06400,Q00577,1
P22314,Q10567,1
O60506,Q70UQ0,1
P23258,Q9UHB6,1
P13612,Q92616,1
P18077,P62899,1
P24539,P45880,1
Q13428,Q96T60,1
O14562,Q9BS26,1
P04004,Q92905,1
O95793,Q9BUQ8,1
P62269,Q13620,1
O95292,P40337,1
Q9NPQ8,Q9UHL4,1
O75147,Q9H0A0,1
Q8NC51,Q9UQ80,1
P13716,Q9UJU6,1
O94903,P17655,1
P19838,Q9NX08,1
O95835,Q9HAU4,1
Q5TBB1,Q8NI27,1
P05412,Q8NHM5,1
P63167,Q14677,1
P62258,Q9GZN1,1
P54259,Q96QZ7,1
Q96EB6,Q9UL40,1
O43181,P21796,1
Q8WXE9,Q9NYZ3,1
P19793,P42575,1
P27635,P35250,1
Q7L5N1,Q9BUJ2,1
Q13107,Q9BYV2,1
Q13573,Q7L014,1
P40926,P54105,1
P62306,P62318,1
Q14186,Q99496,1
O95758,Q8TDY2,1
Q13501,Q8IUH3,1
P26373,Q9BYD2,1
Q13573,Q9UBB9,1
Q86VP6,Q9BZI7,1
P11388,P63000,1
O95163,P05412,1
Q6ZW49,Q9NVP1,1
Q00005,Q9Y4B5,1
Q14254,Q96EQ0,1
P55769,P62081,1
P67775,Q14012,1
O00469,Q9UNN5,1
P06454,P46379,1
O95486,Q04726,1
Q5BKZ1,Q86VP6,1
O75167,P62993,1
P09234,Q14103,1
O15013,Q9Y5K6,1
P62993,Q8IYN2,1
O75030,P63104,1
P00558,P07900,1
P05412,Q99700,1
P35251,Q9BYG3,1
O75928,Q9Y4E5,1
O75964,P30049,1
P36897,P60953,1
P54105,Q9Y484,1
Q3KQV9,Q63HM1,1
P05412,Q15398,1
P55769,Q8N3U4,1
O43776,Q9Y546,1
Q96AG4,Q9UET6,1
Q9H3U1,Q9P2S5,1
P02545,P55010,1
P83731,Q7L5N1,1
P28290,Q96ES7,1
Q13042,Q9HCE1,1
O43390,P07384,1
P11171,P30084,1
O94973,P53680,1
P61758,Q96JK2,1
P17066,Q9UNE7,1
P55795,Q99538,1
O95758,Q01831,1
P19438,P42575,1
O15067,P22234,1
O15091,Q6IN84,1
Q15468,Q96JH7,1
Q14258,Q9Y4E8,1
O14654,Q9UIM3,1
Q13506,Q9HCE1,1
Q07021,Q13242,1
Q14165,Q96NL6,1
Q14240,Q15796,1
Q9BPW8,Q9HCE1,1
Q13616,Q9H0E3,1
O94842,Q9NVK5,1
P51991,Q969P0,1
Q9HCE1,Q9UPR3,1
P04040,P30044,1
P42336,Q13535,1
P46782,Q6R327,1
Q96TA1,Q9UNH7,1
Q02083,Q9NRD1,1
P40855,Q9UNY4,1
P68431,Q92794,1
Q8N3Y1,Q99832,1
Q14669,Q7L2J0,1
P08397,Q53FA7,1
P13797,P62993,1
Q00839,Q9BQ39,1
Q15555,Q9BTT6,1
Q8IU60,Q9BXW9,1
P27694,Q15554,1
P62258,Q99598,1
Q8IWS0,Q9UKM9,1
Q15796,Q93034,1
P07686,P19367,1
Q04864,Q9H832,1
Q13418,Q5JVF3,1
P29372,P35998,1
P00519,Q9UJT2,1
Q969G3,Q9UBU9,1
Q92542,Q9Y2W1,1
Q8IZQ1,Q8TAP6,1
O75150,Q15019,1
O43504,Q9Y5Z4,1
O76081,P40222,1
P06748,Q8WXA9,1
O00410,Q96P70,1
P34897,Q9NR12,1
P05783,Q9Y5B8,1
P60709,Q15532,1
Q86U42,Q9NYF8,1
O00471,Q96EV8,1
P23511,Q13547,1
P84022,Q13501,1
O00468,Q9UBU9,1
O75340,P49903,1
P49327,Q13573,1
Q01844,Q13488,1
O60437,Q13616,1
O43252,Q96I34,1
O14980,Q9UBF2,1
P25098,Q86Y56,1
P42566,P46109,1
P05412,Q8NEZ5,1
P11474,P11766,1
P62273,P84098,1
Q9NTZ6,Q9UBU9,1
P35658,P84098,1
P19388,Q9H0W5,1
P23497,Q96JM7,1
P13612,P62888,1
Q13509,Q14103,1
Q15007,Q86U44,1
P28290,Q07666,1
P40227,Q16513,1
P61981,Q07021,1
P60604,Q9BV40,1
O00257,P35520,1
P35244,P61019,1
P38159,P79522,1
P40429,Q9BYG3,1
O15379,Q9UKG1,1
Q5T200,Q96G25,1
Q8N1B4,Q8N6R0,1
P09661,Q659A1,1
P52907,Q12888,1
P08670,Q9BXP5,1
P32121,Q13310,1
P16435,Q6PI48,1
O14980,P62263,1
P68371,Q06187,1
O94842,Q96E35,1
P51668,Q14166,1
O15151,P08238,1
P20962,Q8WVJ2,1
Q15154,Q9Y3A3,1
P55060,Q96I15,1
P46060,Q96EE3,1
P62753,Q9UBU9,1
P22033,Q8TAA5,1
P00558,P16104,1
Q15642,Q7L576,1
Q8N543,Q9NWX5,1
P07195,P21980,1
O75351,P17252,1
Q13509,Q13573,1
P14923,Q9Y5P6,1
O94921,P27348,1
O00308,Q15910,1
P55209,Q9HCM4,1
P14678,P27694,1
Q01850,Q96IJ6,1
Q13490,Q99759,1
Q9HBL8,Q9Y6K9,1
Q9BZE9,Q9H814,1
Q92499,Q93034,1
O00182,Q3B8N2,1
P30876,Q6P9B9,1
P42336,Q02750,1
P12956,Q9P1Y6,1
P50990,Q9BRX9,1
Q14103,Q8N8N7,1
Q13190,Q13277,1
O75396,Q13428,1
P14649,Q9NR12,1
Q99598,Q9UBK8,1
O43684,Q13042,1
P49736,Q5T1M5,1
P54259,Q99698,1
Q96T37,Q9BTC0,1
Q9BQA1,Q9NRD1,1
P48634,Q16891,1
P51610,Q13105,1
O96019,P34897,1
P09874,Q9Y2W1,1
Q15233,Q99459,1
O14980,Q2NKX8,1
P27348,Q16543,1
O95456,P27695,1
O00425,Q9H944,1
P31947,P49207,1
P10636,Q9NY61,1
P42285,Q13309,1
Q8IYW5,Q93009,1
P25705,Q9C0B0,1
P35269,P49336,1
P36873,P60520,1
P08238,P30530,1
P63092,Q9NX40,1
P22087,P68104,1
Q5JSH3,Q9BXB4,1
P07437,P19838,1
P42338,P62993,1
P62829,Q08380,1
P61254,P62277,1
Q9UIM3,Q9UKT8,1
P07195,P38646,1
Q96JK2,Q99755,1
P21333,Q4KMQ1,1
Q86V48,Q8N4C6,1
O75674,O75718,1
O43172,P40227,1
P53999,Q12888,1
P12814,Q16512,1
P26373,Q9Y4B6,1
P07900,Q9Y575,1
Q9NSE4,Q9NSK0,1
P63261,Q05639,1
O43504,P47224,1
O95793,Q14974,1
A5YKK6,Q9HC77,1
P02768,Q9Y383,1
P15336,P29590,1
Q5JTH9,Q99661,1
P27986,Q68EM7,1
O76003,Q13630,1
P39019,Q9H1I8,1
P61960,Q6NVY1,1
P29597,Q969M7,1
O75947,Q99598,1
P49368,Q66LE6,1
P13612,P13639,1
P05362,P30050,1
P49674,Q14738,1
P78406,Q9UQE7,1
P61599,Q9H9Q4,1
P42167,Q12769,1
O94905,Q13200,1
P07384,P32121,1
P84090,Q9Y5B0,1
Q8N806,Q96FV9,1
P07384,Q08117,1
P31946,Q14469,1
Q07352,Q9NUX5,1
P43686,Q8NI22,1
P35613,Q6NUQ1,1
Q01167,Q7Z3B3,1
O14730,Q15717,1
O60884,P68371,1
Q8N5S1,Q96CB9,1
Q15428,Q9P013,1
Q13485,Q9UJU2,1
P23258,Q9Y2I6,1
P49736,Q01105,1
P62191,Q15834,1
P55345,Q7Z736,1
O94972,Q969T4,1
P67809,Q7Z6E9,1
Q99496,Q9BYJ9,1
Q03468,Q9UIG0,1
Q01968,Q9NZ63,1
O43236,Q9NVA2,1
O94913,P15927,1
Q8WVM7,Q96Q89,1
Q16740,Q96EF6,1
Q16851,Q5T0F9,1
Q9H501,Q9Y3I1,1
P55060,Q9C0B0,1
P04792,Q9BTE6,1
P82650,Q14197,1
O60232,Q15393,1
P51114,Q9P2H0,1
Q13200,Q53HC0,1
P16615,Q15717,1
P45973,Q14684,1
O75147,Q15393,1
Q15717,Q9BW61,1
P08195,Q9H0W5,1
O75147,P62805,1
O75147,O75494,1
O95983,Q13573,1
Q15334,Q9NS91,1
P15880,Q9P015,1
Q9NXV2,Q9UBU9,1
O75369,Q13151,1
Q3V6T2,Q9NP97,1
Q9Y230,Q9Y5S9,1
P55084,P67809,1
P04406,P19838,1
P02751,Q99832,1
Q96C00,Q9NX70,1
P62140,Q5BKZ1,1
P78347,Q8N6T7,1
O00257,Q9Y4C1,1
Q9BRX9,Q9Y2I7,1
P46776,Q00839,1
Q9BW71,Q9NUQ8,1
Q9HCE1,Q9Y490,1
O76003,Q8WVB3,1
Q5W0B1,Q9HCE1,1
Q04917,Q6PKG0,1
P49459,P62987,1
P62244,Q9NVP1,1
A8CG34,P57740,1
Q6ZW49,Q92917,1
Q9NPF5,Q9UK53,1
O00139,Q8N0Z3,1
P61160,P61960,1
O15047,Q92793,1
