Accession,T37.0,T41.0,T44.0,T47.0,T50.0,T53.0,T56.0,T59.0,T63.0,T67.0,RSD
FBXL18,0.9999,0.9953,0.9586,0.9138,0.7931,0.5015,0.158,0.091,0.0619,0.0425,0.0
FBXL19,0.9999,9.6713,0.564,0.4612,0.6723,0.2943,0.2442,0.1941,0.103,0.0346,0.0
FBXO18,0.9999,0.8976,0.931,0.9109,0.8254,0.329,0.128,0.1384,0.0524,0.0066,0.0
FBXO22,0.9999,0.9569,0.9668,1.0089,0.7142,0.3291,0.0943,0.0627,0.0382,0.0231,0.0
FBXO3,0.9999,0.8875,0.8322,0.8535,0.6916,0.4095,0.1696,0.0897,0.0383,0.0364,0.0
FBXO30,0.9999,1.0042,0.8902,0.7628,0.4501,0.124,0.0418,0.0298,0.021,0.0102,0.0
FBXO38,0.9999,0.8404,0.748,0.625,0.5241,0.3096,0.122,0.0758,0.0432,0.0269,0.0
FBXO42,0.9999,1.077,0.9032,0.9336,0.6894,0.5165,0.1835,0.1429,0.0617,0.0016,0.0
FBXO45,0.9999,0.8306,0.7737,0.5129,0.216,0.1764,0.1732,0.1282,0.0759,0.0656,0.0
FBXO5,0.9999,0.9749,0.9155,0.7355,0.6422,0.4555,0.2712,0.1373,0.0451,0.0264,0.0
FBXO6,0.9999,0.9157,0.9059,0.8947,0.5749,0.231,0.1014,0.0874,0.0215,0.0145,0.0
FBXO9,0.9999,0.9882,0.8266,0.6694,0.4502,0.184,0.1468,0.1016,0.074,0.0676,0.0
FBXW8,0.9999,0.835,0.8038,0.5428,0.264,0.3133,0.1801,0.167,0.0975,0.0039,0.0
FBXW9,0.9999,0.975,0.999,1.0218,0.9101,0.6864,0.3134,0.0805,0.0304,0.0139,0.0
FCGR2A|FCGR2C,0.9999,0.8724,0.921,0.8922,0.9429,0.4729,0.5587,0.3044,0.2352,0.1,0.0
FCHO1,0.9999,0.9187,0.8353,0.5368,0.2188,0.1269,0.0905,0.0728,0.0524,0.0308,0.0
FCHO2,0.9999,1.0207,0.8691,0.7784,0.3769,0.0897,0.0497,0.0496,0.0365,0.0115,0.0
FCHSD1,0.9999,0.7343,0.7003,0.6045,0.5334,0.2157,0.1351,0.0928,0.0331,0.0263,0.0
FDFT1,0.9999,0.9958,0.9495,0.766,0.6413,0.3526,0.1232,0.1181,0.086,0.0192,0.0
FDPS,0.9999,1.075,1.0053,0.6172,0.1625,0.0923,0.0483,0.0417,0.0263,0.0152,0.0
FDX1,0.9999,1.1019,0.9026,0.7727,0.8518,0.4308,0.3453,0.3009,0.1345,0.1609,0.0
FDXR,0.9999,1.1449,1.2296,1.0451,0.4868,0.1114,0.0629,0.0472,0.0441,0.0186,0.0
FECH,0.9999,1.2437,1.3377,1.2677,0.9772,0.4822,0.0869,0.0269,0.0091,0.0044,0.0
FEM1B,0.9999,0.9338,0.8802,0.739,0.8185,0.6224,0.2278,0.1049,0.0703,0.0408,0.0
FEN1,0.9999,0.9699,0.7746,0.456,0.1456,0.0617,0.0415,0.0344,0.0204,0.0121,0.0
FER,0.9999,0.9586,0.7434,0.2506,0.0761,0.0451,0.0372,0.0332,0.0204,0.0141,0.0
FERMT2,0.9999,0.9774,0.961,0.9382,0.8249,0.6655,0.3589,0.0937,0.0312,0.0202,0.0
FERMT3,0.9999,0.9308,0.9131,0.8204,0.4502,0.1241,0.0592,0.0527,0.0277,0.0242,0.0
FGD3,0.9999,1.1661,0.7744,0.3794,0.0535,0.0245,0.0364,0.0257,0.0061,0.0166,0.0
FGF2,0.9999,0.9842,1.0264,0.8971,0.6145,0.5332,0.4395,0.2386,0.1,0.0429,0.0
FGFR1OP,0.9999,0.9536,0.8433,0.7797,0.5057,0.2473,0.1772,0.14,0.0801,0.0694,0.0
FGFR1OP2,0.9999,0.8693,0.7387,0.7165,0.7068,0.4879,0.2581,0.1968,0.1491,0.0964,0.0
FGGY,0.9999,0.9243,0.874,0.9093,0.823,0.5874,0.6265,0.3839,0.0696,0.0303,0.0
FH,0.9999,1.0292,1.1106,1.1694,1.2694,0.7291,0.0884,0.0753,0.0428,0.0164,0.0
FHL2,0.9999,1.0182,0.8992,0.9749,0.9105,0.645,0.5653,0.3592,0.171,0.243,0.0
FHL3,0.9999,1.0585,1.013,1.0446,0.8315,0.7784,0.5965,0.4457,0.4247,0.3063,0.0
FHOD1,0.9999,0.8719,0.3601,0.0881,0.0617,0.038,0.03,0.0299,0.0194,0.0095,0.0
FIGNL1,0.9999,2.0026,0.6574,0.1992,0.1153,0.1122,0.0588,0.0591,0.0455,0.0355,0.0
FIP1L1,0.9999,0.8453,0.6409,0.47,0.5569,0.5607,0.6246,0.5849,0.4942,0.6457,0.0
FIS1,0.9999,1.0039,0.8768,0.8423,0.7913,0.6085,0.3887,0.3099,0.2278,0.2598,0.0
FKBP15,0.9999,0.8954,0.7581,0.5629,0.247,0.1471,0.0955,0.1061,0.0657,0.0389,0.0
FKBP1A,0.9999,1.0281,0.8956,0.8223,0.7911,0.5444,0.3839,0.2653,0.1177,0.0611,0.0
FKBP2,0.9999,1.0026,0.9294,0.8589,0.9085,0.6006,0.307,0.1784,0.1065,0.07,0.0
FKBP3,0.9999,0.9444,0.9743,0.9992,0.833,0.5609,0.339,0.2782,0.2658,0.2487,0.0
FKBP4,0.9999,1.0777,1.0322,0.9772,0.3319,0.0739,0.0459,0.0373,0.0281,0.0202,0.0
FKBP5,0.9999,0.8968,0.6694,0.1621,0.0815,0.0394,0.0234,0.0196,0.0127,0.0074,0.0
FKBPL,0.9999,0.9292,0.9593,0.8552,0.698,0.3796,0.1487,0.0657,0.0423,0.0284,0.0
FLAD1,0.9999,1.0284,1.0602,1.007,0.6394,0.1708,0.0589,0.0569,0.0306,0.0232,0.0
FLCN,0.9999,0.8811,0.6875,0.4446,0.3083,0.1262,0.0684,0.0583,0.042,0.0253,0.0
FLII,0.9999,0.9397,0.8826,0.7467,0.2819,0.1027,0.0672,0.058,0.0373,0.0192,0.0
FLJ10769|CARKD,0.9999,0.9698,1.004,0.9333,0.9084,0.7809,0.6534,0.5357,0.3102,0.397,0.0
FLNA,0.9999,0.9975,0.9812,0.7215,0.2031,0.0797,0.0587,0.049,0.0345,0.0245,0.0
FLNB,0.9999,1.0431,1.0148,0.8882,0.5787,0.2474,0.0663,0.0497,0.0404,0.0274,0.0
FLNC,0.9999,0.9995,0.974,0.8037,0.5303,0.312,0.0993,0.0619,0.0499,0.0339,0.0
FLOT1,0.9999,1.0422,1.0226,0.7869,0.5777,0.2497,0.147,0.0772,0.0511,0.0203,0.0
FLOT2,0.9999,0.9423,0.9663,0.806,0.6313,0.2053,0.1559,0.0706,0.0411,0.0283,0.0
FMNL1,0.9999,0.7393,0.1992,0.1321,0.0848,0.0621,0.0352,0.0285,0.0522,0.0079,0.0
FN3K,0.9999,0.9837,1.0176,1.0132,0.9197,0.8074,0.6927,0.6161,0.4586,0.2496,0.0
FN3KRP,0.9999,0.9511,0.9364,0.9179,0.8583,0.676,0.5874,0.5406,0.382,0.2117,0.0
FNBP1,0.9999,0.9618,0.8317,0.5314,0.1271,0.0621,0.0381,0.0341,0.018,0.0122,0.0
FNBP4,0.9999,0.9903,0.7935,0.7902,1.6278,1.635,1.242,1.0523,0.8603,0.8258,0.0
FNIP1,0.9999,0.9645,1.0086,0.9334,0.6803,0.243,0.1091,0.1036,0.0537,0.0368,0.0
FNTA,0.9999,0.9961,1.0169,1.0288,0.7554,0.481,0.13,0.0525,0.036,0.0252,0.0
FOXK1,0.9999,0.9326,0.8428,0.6242,0.4178,0.2011,0.1214,0.1106,0.0528,0.0394,0.0
FOXRED1,0.9999,0.9419,1.0345,0.914,0.8821,0.2374,0.0978,0.0761,0.0423,0.0183,0.0
FPGT,0.9999,0.9252,0.8991,0.9361,0.7927,0.4963,0.117,0.0404,0.0284,0.0269,0.0
FRA10AC1,0.9999,0.8857,0.9213,0.596,0.16,0.0603,0.0381,0.0535,0.0381,0.0444,0.0
FRMD8,0.9999,0.9488,0.9371,0.6454,0.348,0.1543,0.0531,0.0289,0.0245,0.0247,0.0
FRYL,0.9999,1.059,0.8803,0.8146,0.8333,0.4965,0.1278,0.0733,0.0515,0.0366,0.0
FSCN1,0.9999,0.9703,0.9926,0.9788,0.8266,0.5655,0.2521,0.0911,0.0441,0.0196,0.0
FTH1,0.9999,0.9214,0.8329,0.7176,0.698,0.5268,0.5488,0.4919,0.2593,0.2744,0.0
FTL,0.9999,0.9018,0.909,0.8197,0.9409,0.8221,0.942,0.8828,0.5144,0.4527,0.0
FTO,0.9999,0.9666,0.9451,0.8553,0.8093,0.5594,0.457,0.3579,0.1677,0.1955,0.0
FUBP1,0.9999,0.9876,0.9135,0.769,0.6733,0.5261,0.4914,0.5148,0.4052,0.3556,0.0
FUBP3,0.9999,0.9099,0.8001,0.5472,0.3332,0.1228,0.0677,0.0588,0.0397,0.0326,0.0
FUCA1,0.9999,0.7348,0.7963,0.7751,0.6981,0.5238,0.5237,0.4312,0.1503,0.0225,0.0
FUCA2,0.9999,0.9841,0.9417,1.1369,1.1108,0.794,0.8312,0.5931,0.152,0.0273,0.0
FUK,0.9999,0.9724,0.9574,1.0028,0.9157,0.7973,0.6413,0.4058,0.0769,0.0158,0.0
FUOM,0.9999,1.0167,1.0055,1.0671,0.9721,0.7361,0.6019,0.4629,0.4536,0.3253,0.0
FUS,0.9999,0.976,0.9446,0.8164,0.7471,0.5741,0.5211,0.3489,0.1826,0.2145,0.0
FXR1,0.9999,0.9347,0.8068,0.3447,0.0905,0.0422,0.019,0.022,0.0162,0.0082,0.0
FYB,0.9999,0.9812,0.8754,0.4922,0.1683,0.0509,0.0698,0.0394,0.0277,0.0189,0.0
FYCO1,0.9999,0.9161,0.8734,0.7104,0.4078,0.1892,0.144,0.1586,0.0551,0.0402,0.0
G3BP1,0.9999,0.9843,0.7891,0.6384,0.3617,0.1647,0.1021,0.0747,0.0678,0.0398,0.0
G3BP2,0.9999,0.9716,0.8792,0.6952,0.2706,0.1055,0.0318,0.0094,0.0146,0.0101,0.0
G6PD,0.9999,1.0119,1.0537,1.0503,0.8336,0.6302,0.1904,0.059,0.0362,0.0107,0.0
GAB1,0.9999,0.8522,0.745,0.5398,0.4019,0.1982,0.1375,0.1192,0.0861,0.0589,0.0
GAB2,0.9999,0.8472,0.59,0.2934,0.1428,0.0679,0.0532,0.038,0.0266,0.0099,0.0
GABARAPL2,0.9999,1.0915,1.0404,1.0082,0.8139,0.4822,0.2818,0.114,0.0531,0.0331,0.0
GABPA,0.9999,0.9374,0.8582,0.569,0.2842,0.1258,0.0777,0.0467,0.0323,0.0178,0.0
GABPB1,0.9999,1.0329,0.8674,0.5268,0.3252,0.2092,0.0993,0.0888,0.0432,0.0231,0.0
GAK,0.9999,0.7757,0.6638,0.2296,0.0527,0.0245,0.0163,0.0116,0.0211,0.0066,0.0
GALC,0.9999,0.9904,0.9446,0.9035,0.7978,0.7942,0.6401,0.2944,0.0663,0.0246,0.0
GALE,0.9999,1.0556,1.0582,1.0748,0.9826,0.8905,0.4476,0.043,0.0292,0.0112,0.0
GALK1,0.9999,1.0497,1.0422,1.0941,0.9294,0.5803,0.1548,0.0624,0.0262,0.0212,0.0
GALK2,0.9999,0.9746,0.9953,1.0892,0.9616,0.8378,0.6514,0.3669,0.0647,0.0383,0.0
GALM,0.9999,1.0576,1.0124,0.949,0.6388,0.3018,0.0641,0.0335,0.0229,0.0193,0.0
GALNS,0.9999,1.0051,0.9745,0.9635,0.9334,0.7238,0.625,0.5223,0.428,0.3938,0.0
GAMT,0.9999,1.1917,0.942,0.9175,0.749,0.3234,0.1901,0.1861,0.0933,0.0451,0.0
GAN,0.9999,0.9223,0.8714,0.7722,0.4432,0.1897,0.0967,0.0705,0.0543,0.025,0.0
GANAB,0.9999,0.9671,0.8967,0.7437,0.4209,0.1387,0.0977,0.0702,0.0376,0.0219,0.0
GAPDH,0.9999,0.9642,0.9671,0.961,0.9279,0.8247,0.7634,0.6576,0.5647,0.0856,0.0
GAPVD1,0.9999,0.826,0.82,0.5112,0.1302,0.0857,0.0689,0.0563,0.0329,0.0062,0.0
GAR1,0.9999,0.9495,0.9139,0.57,0.7293,0.4502,0.4395,0.1056,0.0404,0.0366,0.0
GARS,0.9999,1.0367,1.0162,1.0632,0.9788,0.9049,0.8234,0.7137,0.5413,0.181,0.0
GART,0.9999,0.9743,0.971,0.9076,0.5368,0.2089,0.0652,0.0422,0.0241,0.0133,0.0
GATAD2A,0.9999,0.9179,0.7329,0.3404,0.1926,0.1155,0.0767,0.0771,0.0288,0.0192,0.0
GATAD2B,0.9999,0.8208,0.7043,0.3573,0.2086,0.1162,0.0906,0.025,0.008,0.0065,0.0
GATSL2|GATSL1,0.9999,1.0633,1.0882,1.224,1.1527,1.0192,1.0532,0.756,0.4113,0.0181,0.0
GBA,0.9999,0.919,0.8403,0.7238,0.6577,0.4889,0.4396,0.369,0.1271,0.0525,0.0
GBAS,0.9999,1.1545,1.1729,1.2781,1.3906,1.3263,1.1563,0.8177,0.148,0.0662,0.0
GBE1,0.9999,1.079,1.0217,0.6874,0.0855,0.0328,0.0417,0.0414,0.0214,0.0243,0.0
GBF1,0.9999,0.9296,0.8786,0.5064,0.1187,0.0674,0.0563,0.0483,0.0361,0.031,0.0
GBP2,0.9999,0.965,0.877,0.9062,0.2827,0.158,0.0762,0.0473,0.0193,0.0146,0.0
GCAT,0.9999,0.9877,0.8406,0.7479,0.5858,0.3204,0.2054,0.18,0.0882,0.0556,0.0
GCC2,0.9999,0.871,0.6093,0.2395,0.1564,0.0964,0.0616,0.0503,0.0356,0.0275,0.0
GCDH,0.9999,1.0278,1.1517,1.2601,1.397,1.2279,1.0125,0.6209,0.2012,0.05,0.0
GCFC2,0.9999,0.977,0.9163,0.1052,0.0625,0.052,0.086,0.1158,0.0622,0.0496,0.0
GCLC,0.9999,1.0027,1.0351,1.0836,0.87,0.3383,0.0996,0.0809,0.0466,0.0123,0.0
GCLM,0.9999,0.9498,0.9019,0.6858,0.2296,0.1262,0.0663,0.0502,0.0431,0.0176,0.0
GCN1L1,0.9999,0.7698,0.2082,0.0571,0.0536,0.0375,0.0287,0.025,0.0189,0.0143,0.0
GCOM1|POLR2M|GCOM2,0.9999,0.899,0.8539,0.4825,0.392,0.2838,0.1239,0.0729,0.0295,0.0801,0.0
GDAP2,0.9999,0.7178,0.5667,0.2425,0.1129,0.1021,0.0854,0.0426,0.0229,0.009,0.0
GDI1,0.9999,1.0694,1.0758,1.0176,0.7726,0.6638,0.1387,0.0563,0.0396,0.0234,0.0
GDI2,0.9999,0.9487,0.976,1.1329,1.0388,0.7491,0.4235,0.0695,0.026,0.0118,0.0
GDPGP1,0.9999,0.9967,0.9974,0.9419,0.6922,0.2672,0.1099,0.0833,0.0508,0.0209,0.0
GEMIN5,0.9999,0.9471,1.0136,1.1271,0.5847,0.1047,0.055,0.0492,0.035,0.0238,0.0
GET4,0.9999,0.9279,0.8502,0.6385,0.2699,0.1018,0.0411,0.0288,0.026,0.0209,0.0
GFER,0.9999,1.1131,1.0449,1.2121,1.5339,2.2035,2.4417,2.0656,2.0162,1.8706,0.0
GFM1,0.9999,1.1111,1.1851,1.0658,0.5007,0.0888,0.059,0.0342,0.0216,0.0092,0.0
GFM2,0.9999,0.9331,0.4312,0.0942,0.0667,0.0511,0.0398,0.0299,0.019,0.0116,0.0
GFPT1,0.9999,0.9256,0.9041,0.9646,0.9143,0.7491,0.614,0.3662,0.0468,0.0246,0.0
GGA1,0.9999,0.9446,0.8693,0.7305,0.5575,0.1746,0.0823,0.054,0.0558,0.0197,0.0
GGA2,0.9999,0.7951,0.5092,0.149,0.1086,0.0747,0.0572,0.0383,0.0306,0.02,0.0
GGCT,0.9999,0.8758,0.9554,0.9247,0.8123,0.762,0.3126,0.0652,0.0386,0.0234,0.0
GGH,0.9999,0.9635,1.0196,1.1983,1.1046,0.9903,1.0846,0.9836,0.6264,0.5625,0.0
GGPS1,0.9999,0.9806,0.9978,1.0712,0.9128,0.8326,0.7884,0.5971,0.2883,0.042,0.0
GIGYF1,0.9999,0.8061,0.5414,0.1956,0.0356,0.0107,0.0103,0.0,0.0113,0.0083,0.0
GIGYF2,0.9999,0.8287,0.6574,0.3934,0.2317,0.1409,0.0723,0.0585,0.0457,0.0308,0.0
GINS1,0.9999,0.999,1.0245,0.9481,0.6139,0.1531,0.0673,0.057,0.0359,0.0174,0.0
GINS2,0.9999,1.0777,1.0843,0.8831,0.5819,0.2272,0.0934,0.0761,0.0889,0.0126,0.0
GINS3,0.9999,0.9662,0.9803,0.9705,0.7086,0.2056,0.0689,0.0485,0.0459,0.0185,0.0
GINS4,0.9999,1.164,1.0734,0.8974,0.5998,0.1363,0.0757,0.0846,0.049,0.0034,0.0
GIPC1,0.9999,0.9124,0.8123,0.6198,0.2978,0.116,0.0906,0.0934,0.0449,0.0394,0.0
GIT1,0.9999,0.8632,0.6191,0.2517,0.0634,0.0302,0.0266,0.0152,0.0099,0.0084,0.0
GIT2,0.9999,1.1395,0.7284,0.3729,0.1608,0.1096,0.0633,0.0533,0.0374,0.0186,0.0
GK,0.9999,1.11,1.0747,1.1133,0.9701,0.6911,0.7444,0.6274,0.4621,0.2348,0.0
GLB1,0.9999,0.9591,0.9343,0.9445,0.8783,0.6854,0.5465,0.2566,0.0676,0.0325,0.0
GLMN,0.9999,1.0057,0.9433,0.9276,0.5237,0.0996,0.0553,0.0446,0.0282,0.0142,0.0
GLO1,0.9999,1.0728,1.1198,1.2319,1.1529,1.0424,0.9281,0.7947,0.3488,0.0597,0.0
GLOD4,0.9999,0.9591,0.9913,0.9842,0.5621,0.1258,0.0653,0.0564,0.0362,0.0253,0.0
GLRX2,0.9999,1.1035,1.088,1.0826,1.0124,0.8873,0.7774,0.521,0.6238,0.4735,0.0
GLRX3,0.9999,1.0098,1.0161,0.9764,0.4394,0.1408,0.0629,0.0531,0.0525,0.0223,0.0
GLS,0.9999,1.2979,1.2564,0.6413,0.0859,0.0474,0.0361,0.0225,0.0106,0.0088,0.0
GLUD1,0.9999,1.132,1.1397,1.1266,1.2114,1.1988,0.9996,0.6755,0.1008,0.0467,0.0
GLUD2,0.9999,1.1464,1.2729,1.2514,1.4911,1.3326,0.9908,0.4148,0.0304,0.0064,0.0
GLUL,0.9999,0.9141,0.9077,1.0317,0.9377,0.6353,0.4145,0.1503,0.026,0.0114,0.0
GLYAT|BICD1,0.9999,0.9712,0.8275,0.6004,0.2913,0.1908,0.1335,0.1116,0.0753,0.052,0.0
GLYR1,0.9999,0.9846,1.1512,0.9192,0.9425,0.9103,0.5275,0.4693,0.4823,0.0584,0.0
GM2A,0.9999,0.7711,0.8457,0.9502,1.3885,0.8272,1.3501,1.1371,0.3269,0.6673,0.0
GMDS,0.9999,0.9898,0.9706,0.9918,0.8719,0.8213,0.6499,0.2446,0.0575,0.0216,0.0
GMEB1,0.9999,0.875,0.7176,0.6568,0.4407,0.208,0.0747,0.0882,0.1581,0.1354,0.0
GMEB2,0.9999,0.8518,0.748,0.5567,0.3056,0.1329,0.079,0.0621,0.0439,0.0314,0.0
GMFB,0.9999,1.1193,1.0004,1.0376,0.9798,0.7989,0.6268,0.4638,0.2644,0.1465,0.0
GMFG,0.9999,1.2088,1.13,1.0324,0.4801,0.2617,0.0433,0.0281,0.0537,0.0058,0.0
GMIP,0.9999,1.0221,0.8574,0.4754,0.1494,0.0615,0.0382,0.0261,0.0205,0.0178,0.0
GML,0.9999,1.0124,0.9954,0.9541,0.8178,0.716,0.3979,0.2693,0.2574,0.1076,0.0
GMNN,0.9999,1.0563,1.01,1.0916,1.1505,0.924,0.8243,0.6456,0.5248,0.4947,0.0
GMPPA,0.9999,0.8999,0.9295,0.926,0.8706,0.6287,0.4097,0.2115,0.0877,0.0423,0.0
GMPPB,0.9999,1.1967,0.9171,0.8147,0.7782,0.5113,0.3048,0.1872,0.1038,0.0336,0.0
GMPR,0.9999,0.9013,0.8679,0.8273,0.8544,0.5915,0.5821,0.5125,0.229,0.3171,0.0
GMPR2,0.9999,0.9469,0.9557,0.9704,0.8626,0.8118,0.7539,0.579,0.47,0.4762,0.0
GMPS,0.9999,1.0061,1.014,0.9448,0.5879,0.1932,0.0575,0.0446,0.029,0.0161,0.0
GNA13,0.9999,0.9745,0.9728,0.7963,0.8184,0.7823,0.48,0.0763,0.0517,0.0313,0.0
GNAI2,0.9999,1.0308,0.9108,0.8335,0.795,0.3701,0.2012,0.1427,0.1056,0.053,0.0
GNAI3,0.9999,1.0107,1.0087,0.9677,0.801,0.3512,0.1521,0.0886,0.0652,0.0454,0.0
GNB1L,0.9999,0.9717,1.0229,1.014,0.957,0.8138,0.55,0.4161,0.1215,0.0371,0.0
GNB2L1,0.9999,1.0008,0.9705,0.922,0.8392,0.4488,0.56,0.176,0.036,0.0196,0.0
GNE,0.9999,0.9569,0.9226,0.9656,0.9129,0.6595,0.2319,0.0868,0.061,0.025,0.0
GNG5,0.9999,1.197,1.156,0.9148,0.9148,0.3827,0.4903,0.4046,0.2996,0.2908,0.0
GNL1,0.9999,0.9964,0.9723,0.9271,0.6014,0.1359,0.0745,0.0562,0.0322,0.0245,0.0
GNPDA1,0.9999,1.1062,1.0372,1.0586,0.8963,0.8817,0.7966,0.7581,0.7347,0.5074,0.0
GNPDA2,0.9999,0.9749,0.9006,0.9068,0.8981,0.8012,0.6117,0.4965,0.6092,0.4138,0.0
GNPNAT1,0.9999,0.8831,0.9329,0.9699,0.8716,0.8111,0.6915,0.6084,0.1491,0.0356,0.0
GNS,0.9999,1.078,1.1715,1.2138,1.3399,1.0878,1.0942,1.1022,0.5486,0.2588,0.0
GOLGA1,0.9999,0.9834,0.854,0.2951,0.151,0.1132,0.0632,0.0566,0.0499,0.0419,0.0
GOLGA2,0.9999,1.2495,1.7715,1.8157,0.8448,0.4251,0.2941,0.2236,0.195,0.1012,0.0
GOLGA3,0.9999,0.9174,0.8887,0.7479,0.6238,0.3047,0.0851,0.0659,0.0422,0.0343,0.0
GOLGA4,0.9999,0.8363,0.6937,0.2628,0.1531,0.0944,0.0859,0.0723,0.0404,0.032,0.0
GOLGB1,0.9999,1.2926,0.8801,0.6116,0.4781,0.3302,0.2207,0.1392,0.0698,0.0595,0.0
GOLPH3,0.9999,0.8406,0.8249,0.6334,0.4825,0.2122,0.1384,0.1205,0.0861,0.0495,0.0
GOPC,0.9999,0.9284,0.6033,0.0819,0.0483,0.0312,0.0485,0.0249,0.0145,0.0069,0.0
GORAB,0.9999,1.0127,0.8371,0.5915,0.2395,0.0928,0.0444,0.0565,0.0253,0.0196,0.0
GORASP2,0.9999,0.967,0.9219,0.481,0.0994,0.0471,0.0259,0.0199,0.0106,0.0075,0.0
GOT1,0.9999,0.9398,0.9855,1.0598,0.896,0.8066,0.7297,0.6539,0.6257,0.5584,0.0
GOT2,0.9999,1.091,1.2217,1.3069,1.5023,1.4568,1.4226,1.2711,0.9887,0.6188,0.0
GPALPP1,0.9999,1.1873,1.084,1.0791,0.8799,0.8258,0.5875,0.3788,0.4849,0.3813,0.0
GPATCH11,0.9999,0.9017,0.637,0.5504,0.6257,0.396,0.268,0.116,0.0761,0.0471,0.0
GPATCH8,0.9999,0.8246,0.8116,0.5639,0.4925,0.3103,0.206,0.1905,0.1545,0.0775,0.0
GPBP1L1,0.9999,0.9428,0.8704,0.7104,0.709,0.489,0.3224,0.21,0.0951,0.0746,0.0
GPCPD1,0.9999,1.0555,0.8736,0.7143,0.1776,0.0555,0.0483,0.0351,0.0179,0.0124,0.0
GPD1L,0.9999,1.0229,1.0452,1.0466,0.9593,0.8856,0.5646,0.093,0.0379,0.0112,0.0
GPHN,0.9999,0.9816,0.9198,0.9182,0.9071,0.6755,0.6355,0.4973,0.1478,0.0239,0.0
GPI,0.9999,1.0181,1.0236,1.07,0.9481,0.7725,0.4012,0.1471,0.0407,0.0258,0.0
GPKOW,0.9999,1.0082,0.9439,0.591,0.1887,0.1041,0.0574,0.0495,0.0277,0.014,0.0
GPN1,0.9999,1.0626,1.118,1.0375,1.0879,1.002,0.8018,0.7273,0.7749,0.6249,0.0
GPN2,0.9999,0.8697,0.8131,0.8231,0.915,0.8494,0.6864,0.5503,0.4122,0.1335,0.0
GPN3,0.9999,0.963,0.9051,0.7925,0.7773,0.6962,0.5781,0.4902,0.4328,0.3097,0.0
GPRIN1,0.9999,1.0283,1.0057,0.7311,0.8215,0.6386,0.6628,0.676,0.3446,0.1,0.0
GPS1,0.9999,0.9173,0.9737,1.0131,1.0148,0.8191,0.3946,0.0521,0.0381,0.0228,0.0
GPX4,0.9999,0.9853,1.0318,1.0956,0.8975,0.8685,0.6484,0.4186,0.0295,0.0212,0.0
GRAP2,0.9999,0.9663,0.7489,0.3751,0.1912,0.1142,0.084,0.0566,0.0434,0.0241,0.0
GRB2,0.9999,1.0611,1.0009,1.0462,0.8202,0.4561,0.1123,0.0648,0.0559,0.0408,0.0
GRHPR,0.9999,1.0176,1.0207,1.1256,0.976,0.7225,0.2405,0.0912,0.0514,0.026,0.0
GRIPAP1,0.9999,0.8725,0.6999,0.4774,0.2979,0.1888,0.1202,0.0937,0.083,0.1372,0.0
GRK6,0.9999,0.8913,0.7481,0.346,0.1414,0.0787,0.046,0.0361,0.0225,0.0098,0.0
GRPEL1,0.9999,1.0888,1.1986,1.1951,1.1421,0.4268,0.0636,0.0584,0.0412,0.0174,0.0
GRSF1,0.9999,1.1608,1.062,0.6288,0.1611,0.076,0.0445,0.0447,0.0228,0.0181,0.0
GSE1,0.9999,0.854,0.6505,0.3873,0.2091,0.0921,0.0249,0.022,0.0198,0.0092,0.0
GSK3A,0.9999,0.9437,0.9012,0.949,0.8713,0.6376,0.3418,0.151,0.0945,0.0373,0.0
GSK3B,0.9999,0.9482,0.902,0.8038,0.6906,0.446,0.255,0.1218,0.0597,0.035,0.0
GSKIP,0.9999,1.0214,1.1011,1.1452,1.0683,0.7391,0.4212,0.117,0.0514,0.0189,0.0
GSN,0.9999,0.9992,0.941,1.0322,0.9667,0.6781,0.2755,0.0925,0.071,0.0363,0.0
GSPT1,0.9999,1.0407,1.059,1.0892,0.9503,0.7144,0.2142,0.0558,0.0326,0.0165,0.0
GSR,0.9999,0.9845,0.9908,1.0968,1.042,0.8894,0.9262,0.8263,0.6234,0.7563,0.0
GSS,0.9999,0.9722,0.9377,1.046,1.0141,0.8612,0.8881,0.8317,0.4523,0.05,0.0
GSTCD,0.9999,0.9143,0.8258,0.5817,0.2794,0.1535,0.0984,0.0681,0.0512,0.0292,0.0
GSTK1,0.9999,1.2004,1.3054,1.2158,0.9903,0.2054,0.0405,0.0321,0.0215,0.0172,0.0
GSTM3,0.9999,0.9633,0.9346,0.7453,0.3715,0.1853,0.0544,0.0367,0.032,0.0177,0.0
GSTO1,0.9999,1.0351,1.0871,1.0777,0.9619,0.8143,0.4593,0.2426,0.1829,0.0428,0.0
GSTP1,0.9999,0.9954,1.0497,1.0441,0.9357,0.7155,0.2877,0.0664,0.0384,0.0238,0.0
GSTZ1,0.9999,1.0061,1.0791,1.1864,1.1257,0.9452,0.4716,0.095,0.0259,0.004,0.0
GTF2A1,0.9999,0.9283,0.7911,0.8051,0.7957,0.6026,0.5123,0.3979,0.2096,0.1604,0.0
GTF2A2,0.9999,0.9959,0.9586,1.0455,0.903,0.7585,0.7073,0.5919,0.3858,0.307,0.0
GTF2B,0.9999,0.8918,0.8166,0.5866,0.2408,0.1562,0.1082,0.0676,0.0573,0.0265,0.0
GTF2E1,0.9999,0.9051,0.9075,0.6708,0.1841,0.0681,0.0604,0.0371,0.0287,0.0226,0.0
GTF2E2,0.9999,1.0185,0.9865,0.7156,0.1196,0.0307,0.0272,0.0273,0.0146,0.0115,0.0
